date,hour,PlayStation5,PlayStation5 DE,XboxSX,XboxSS,Switchグレー,Switchネオン,SwitchLiteターコイズ,Switch有機ELネオン,Switch有機ELホワイト
2021年08月09日,00時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,01時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,02時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,03時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,04時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,05時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,06時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,07時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,08時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,09時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,10時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,11時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,12時,79000,68000,66000,36000,32500,31500,18700,,
2021年08月09日,13時,81000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,14時,81000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,15時,81000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,16時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,17時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,18時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,19時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,20時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,21時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,22時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月09日,23時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,00時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,01時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,02時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,03時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,04時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,05時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,06時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,07時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,08時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,09時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,10時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,11時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,12時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,13時,82000,70000,66000,36000,32500,31500,18700,,
2021年08月10日,14時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,15時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,16時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,17時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,18時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,19時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,20時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,21時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,22時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月10日,23時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,00時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,01時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,02時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,03時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,04時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,05時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,06時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,07時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,08時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,09時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,10時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,11時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,12時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,13時,83000,71000,66000,36000,32700,31500,18700,,
2021年08月11日,14時,84000,71500,66000,36000,32800,32000,18700,,
2021年08月11日,15時,84000,71500,66000,36000,32800,32000,18700,,
2021年08月11日,16時,84000,71500,66000,36000,32800,32000,18700,,
2021年08月11日,17時,84000,71500,66000,36000,32800,32000,18700,,
2021年08月11日,18時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月11日,19時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月11日,20時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月11日,21時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月11日,22時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月11日,23時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,00時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,01時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,02時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,03時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,04時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,05時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,06時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,07時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,08時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,09時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,10時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,11時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,12時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,13時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,14時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,15時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,16時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,17時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,18時,84000,71500,66500,36000,33000,32000,18700,,
2021年08月12日,19時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月12日,20時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月12日,21時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月12日,22時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月12日,23時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月13日,00時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月13日,01時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月13日,02時,83000,71000,66500,36000,32700,31800,18700,,
2021年08月13日,03時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,04時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,05時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,06時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,07時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,08時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,09時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,10時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,11時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,12時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,13時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,14時,83500,71500,66500,36000,32800,32000,18700,,
2021年08月13日,15時,84000,71500,66500,36000,32800,32000,18700,,
2021年08月13日,16時,84000,71500,66500,36000,32800,32000,18700,,
2021年08月13日,17時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月13日,18時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月13日,19時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月13日,20時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月13日,21時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月13日,22時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月13日,23時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,00時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,01時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,02時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,03時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,04時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,05時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,06時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,07時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,08時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,09時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,10時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,11時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,12時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,13時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,14時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,15時,84000,71500,66500,36000,32800,32000,19000,,
2021年08月14日,16時,84000,71500,66500,36000,32900,32000,19100,,
2021年08月14日,17時,84000,71500,66500,36000,32900,32000,19100,,
2021年08月14日,18時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月14日,19時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月14日,20時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月14日,21時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月14日,22時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月14日,23時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,00時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,01時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,02時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,03時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,04時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,05時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,06時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,07時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,08時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,09時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,10時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,11時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,12時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,13時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,14時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,15時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,16時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,17時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,18時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,19時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,20時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,21時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,22時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月15日,23時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,00時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,01時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,02時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,03時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,04時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,05時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,06時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,07時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,08時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,09時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,10時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,11時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,12時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,13時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,14時,84100,71500,66500,36000,32900,32000,19100,,
2021年08月16日,15時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,16時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,17時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,18時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,19時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,20時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,21時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,22時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月16日,23時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,00時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,01時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,02時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,03時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,04時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,05時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,06時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,07時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,08時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,09時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,10時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,11時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,12時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,13時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,14時,84100,71500,66500,36000,33000,32000,19100,,
2021年08月17日,15時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,16時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,17時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,18時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,19時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,20時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,21時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,22時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月17日,23時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,00時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,01時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,02時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,03時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,04時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,05時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,06時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,07時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,08時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,09時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,10時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,11時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,12時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,13時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,14時,84500,72000,66500,36000,33000,32000,18700,,
2021年08月18日,15時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,16時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,17時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,18時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,19時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,20時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,21時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,22時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月18日,23時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,00時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,01時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,02時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,03時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,04時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,05時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,06時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,07時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,08時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,09時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,10時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,11時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,12時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,13時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,14時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,15時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,16時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,17時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,18時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,19時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,20時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,21時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,22時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月19日,23時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,00時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,01時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,02時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,03時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,04時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,05時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,06時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,07時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,08時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,09時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,10時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,11時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,12時,85000,72000,66500,36000,33000,32000,18700,,
2021年08月20日,13時,86500,72500,66500,36000,33000,32000,18700,,
2021年08月20日,14時,86500,72500,66500,36000,33000,32000,18700,,
2021年08月20日,15時,86500,72500,66500,36000,33000,32000,18700,,
2021年08月20日,16時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,17時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,18時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,19時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,20時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,21時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,22時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月20日,23時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,00時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,01時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,02時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,03時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,04時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,05時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,06時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,07時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,08時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,09時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,10時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,11時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,12時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,13時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,14時,86000,72500,66500,36000,33000,32000,18700,,
2021年08月21日,15時,86000,72000,66500,36000,33000,32000,18700,,
2021年08月21日,16時,86000,72000,66500,36000,33000,32000,18700,,
2021年08月21日,17時,86000,72000,66500,36000,33000,32000,18700,,
2021年08月21日,18時,86000,72000,66500,36000,33000,32000,18700,,
2021年08月21日,19時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月21日,20時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月21日,21時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月21日,22時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月21日,23時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,00時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,01時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,02時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,03時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,04時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,05時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,06時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,07時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,08時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,09時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,10時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,11時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,12時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,13時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,14時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,15時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,16時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,17時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,18時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,19時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,20時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,21時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,22時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月22日,23時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,00時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,01時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,02時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,03時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,04時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,05時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,06時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,07時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,08時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,09時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,10時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,11時,86100,72000,66500,36000,33000,32000,18700,,
2021年08月23日,12時,86100,72000,66500,36000,32700,32000,18700,,
2021年08月23日,13時,86100,72000,66500,36000,32700,32000,18700,,
2021年08月23日,14時,86100,72000,66500,36000,32700,32000,18700,,
2021年08月23日,15時,86000,71500,66500,36000,32500,32000,18700,,
2021年08月23日,16時,86000,71500,66500,36000,32500,31500,18700,,
2021年08月23日,17時,86000,71500,66500,36000,32500,31500,18700,,
2021年08月23日,18時,86000,71500,66500,36000,32500,31500,18700,,
2021年08月23日,19時,85000,71000,66500,36000,32500,31500,18700,,
2021年08月23日,20時,85000,71000,66500,36000,32500,31500,18700,,
2021年08月23日,21時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月23日,22時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月23日,23時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,00時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,01時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,02時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,03時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,04時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,05時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,06時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,07時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,08時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,09時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,10時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,11時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,12時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,13時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,14時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,15時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,16時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,17時,85000,71000,66500,36000,32000,31500,18700,,
2021年08月24日,18時,85000,71000,66500,36000,32000,31500,18700,,
